question_id,db_id,correction,verification,Claimed by,question,evidence,SQL,original_question,original_evidence,original_SQL,Reason,Grading method,Data modification,need_correction (o3),has_ambiguity (o3),explanation (o3),revised_SQL (o3),Note
3603,authors,TRUE,FALSE,Yoojin,,published between 2000 and 2005 refers to Year BETWEEN 2000 AND 2005; include the topic optical properties refers to Keyword LIKE '%optical properties%'; title refers to Title that are not null;,,Give the title and author's name of the papers published between 2000 and 2005 that include the topic optical properties.,published between 2000 and 2005 refers to Year BETWEEN 2000 AND 2005; include the topic optical properties refers to Keyword LIKE '%optical properties%',"SELECT T1.Title, T2.Name FROM Paper AS T1 INNER JOIN PaperAuthor AS T2 ON T1.Id = T2.PaperId WHERE T1.Keyword LIKE '%optical properties%' AND T1.Year BETWEEN 2000 AND 2005 AND T1.Title <> ''",whether to include null or not should be specified,multiset,N/A,FALSE,FALSE," The query selects the paper title from `Paper` and the corresponding author name from `PaperAuthor`, joining them via `Paper.Id = PaperAuthor.PaperId`.  
– The WHERE clause restricts papers to years 2000-2005 inclusive (BETWEEN is inclusive) and to those whose `Keyword` column contains the substring “optical properties”, which is the only place in the schema that stores topical information.  
– Returning (Title, Name) pairs answers “Give the title and author’s name …”. Multiple authors produce multiple rows, which is expected.  
– All referenced tables/columns exist; no necessary joins or DISTINCT clauses are missing for correctness, and the extra `T1.Title <> ''` filter is harmless.  
Thus the SQL is logically correct and the question is unambiguous in the given schema.",,
3618,authors,TRUE,FALSE,Yoojin,,,,"How many papers are published under the journal ""Software - Practice and Experience""?",papers refers to Paper.Id; 'Software - Practice and Experience' is the FullName of a journal;,SELECT COUNT(T1.Id) FROM Paper AS T1 INNER JOIN Journal AS T2 ON T1.JournalId = T2.Id WHERE T2.FullName = 'Software - Practice and Experience',correct,multiset,N/A,FALSE,FALSE," The query joins Paper with Journal on JournalId and filters by Journal.FullName = 'Software - Practice and Experience', then counts Paper.Id. Paper.Id is primary key, so each row is one paper. Only one Journal row matches, so count not duplicated. Thus query returns number of papers under that journal. No ambiguity in question.",(no revision needed),
3619,authors,TRUE,FALSE,Yoojin,,,,"List all the paper that were under the conference homepage URL ""http://www.irma-international.org/"".",paper refers to Paper.Title; http://www.irma-international.org/ is the HomePage,SELECT T1.Title FROM Paper AS T1 INNER JOIN Conference AS T2 ON T1.ConferenceId = T2.Id WHERE T2.HomePage = 'http://www.irma-international.org/',correct,multiset,N/A,FALSE,FALSE," The schema shows `Paper.ConferenceId` is a foreign key to `Conference.Id`. To find papers published at a conference with the specified homepage, we simply join the two tables on these columns and filter by `Conference.HomePage`. Each paper links to at most one conference, so duplicates are impossible and no aggregation or DISTINCT is required. Execution checks confirm the query runs and returns plausible results.",(no change necessary),
3632,authors,TRUE,FALSE,Yoojin,"In the year 2012, which conferences had the most papers presented? Give the short name of the conferences.",,"SELECT T2.ShortName 
FROM Paper AS T1 
INNER JOIN Conference AS T2 ON T1.ConferenceId = T2.Id 
WHERE T1.Year = '2012' 
  AND T1.ConferenceId > 0
GROUP BY T1.ConferenceId
HAVING COUNT(T1.Id) = (
    SELECT COUNT(T1.Id)
    FROM Paper AS T1
    WHERE T1.Year = '2012'
      AND T1.ConferenceId > 0
    GROUP BY T1.ConferenceId
    ORDER BY COUNT(T1.Id) DESC
    LIMIT 1
)","In the year 2012, which conference had the most papers presented? Give the short name of the conference.",Papers refers to Paper.Id; short name of the conference refers to Conference.ShortName,SELECT T2.ShortName FROM Paper AS T1 INNER JOIN Conference AS T2 ON T1.ConferenceId = T2.Id WHERE T1.Year = '2012' GROUP BY T1.ConferenceId ORDER BY COUNT(T1.Id) DESC LIMIT 1,"1. original SQL does not consider ties
2. should we have ""published to Conference refers to ConferenceId > 0"" as evidence?",multiset,To create a tie,FALSE,FALSE," The query restricts to papers with Year = 2012, groups them by `ConferenceId`, counts papers per conference, orders the groups by that count in descending order, and returns the `ShortName` of the top‐count conference. Because `Conference.ShortName` is functionally dependent on `Conference.Id`, selecting it without including it in the GROUP BY is valid in SQLite. The logic matches the question, and the only minor tie-break issue is acceptable as the question implies a unique maximum.",,
3652,authors,TRUE,FALSE,Yoojin,List the full names of all of the conferences where a paper was published in 2008.,,,List all of the conferences where a paper was published in 2008.,Published in 2008 refer to Year = 2008,SELECT DISTINCT T2.FullName FROM Paper AS T1 INNER JOIN Conference AS T2 ON T1.ConferenceId = T2.Id WHERE T1.Year = 2008,fixed question to specify the output format,multiset,N/A,FALSE,FALSE," The query joins `Paper` with `Conference`, filters papers from the year 2008, and returns the DISTINCT conference full names. This exactly satisfies “list all of the conferences where a paper was published in 2008,” since it includes every conference that has at least one 2008 paper and removes duplicates. The schema is respected, the conditions are sufficient, and no extraneous or missing logic is detected.",,
3659,authors,TRUE,FALSE,Yoojin,,Ibm Journal of Research and Development refer to FullName,,State the title of papers published in the Ibm Journal of Research and Development.,"Ibm Journal of Research and Development refer to FullName

'Ibm Journal of Research and Development' is the full name of paper",SELECT T2.Title FROM Journal AS T1 INNER JOIN Paper AS T2 ON T1.Id = T2.JournalId WHERE T1.FullName = 'Ibm Journal of Research and Development',"1. second evidence is wrong
2. (3603, 3619) no NULL checking for the title here, too
3. DISTINCT is optional",set,N/A,FALSE,FALSE," The question asks for the titles of all papers that were published in the journal whose full name is ""Ibm Journal of Research and Development"".  The annotated query joins `Journal` and `Paper` on the journal id, filters for `Journal.FullName = 'Ibm Journal of Research and Development'`, and returns `Paper.Title`, exactly matching the required logic. There is a single journal with that full name, so no duplicate titles arise beyond what exists in `Paper`; `DISTINCT` or aggregation is unnecessary. Any NULL titles returned reflect the data and are not excluded by the question. Thus the query is logically correct and the question is clear.  ",-- no change needed,
3662,authors,TRUE,FALSE,Yoojin,,A context-based navigation paradigm for accessing Web data' is the title of paper; name of conference refer to FullName,,Where was the 'A context-based navigation paradigm for accessing Web data' paper published? State the name of the conference.,"A context-based navigation paradigm for accessing Web data' is the title of paper; name of conference refer to FullName
",SELECT T2.FullName FROM Paper AS T1 INNER JOIN Conference AS T2 ON T1.ConferenceId = T2.Id WHERE T1.Title = 'A context-based navigation paradigm for accessing Web data',minor fix for evidence,multiset,N/A,FALSE,FALSE," The schema stores the conference of a paper via `Paper.ConferenceId -> Conference.Id`, and the full conference name is `Conference.FullName`.  The annotated query

SELECT T2.FullName
FROM Paper AS T1
JOIN Conference AS T2 ON T1.ConferenceId = T2.Id
WHERE T1.Title = 'A context-based navigation paradigm for accessing Web data';

joins `Paper` with `Conference` on the correct key and filters on the exact title, returning the required full conference name.  Verification queries show exactly one matching paper (count = 1) and a non-zero `ConferenceId`, so the join yields the single correct answer “ACM Symposium on Applied Computing.”  No additional DISTINCT, grouping, or filters are necessary, and the query fully satisfies the question without violating the schema.",(no revision needed),
3669,authors,TRUE,FALSE,Yoojin,Provide the title of the latest publications published by the author 'Zuliang Du'.,,"SELECT T2.Title 
FROM PaperAuthor AS T1 
INNER JOIN Paper AS T2 ON T1.PaperId = T2.Id 
WHERE T1.Name = 'Zuliang Du'
  AND T2.Year = (
      SELECT MAX(T2.Year)
      FROM PaperAuthor AS T1
      INNER JOIN Paper AS T2 ON T1.PaperId = T2.Id
      WHERE T1.Name = 'Zuliang Du'
  )",Provide the title of the latest publication published by it's author 'Zuliang Du'.,Zuliang Du' is the name of paper author; latest publication refers to MAX(Year),SELECT T2.Title FROM PaperAuthor AS T1 INNER JOIN Paper AS T2 ON T1.PaperId = T2.Id WHERE T1.Name = 'Zuliang Du' ORDER BY T2.Year DESC LIMIT 1,"1. original SQL does not consider ties
2. grammar fix for the question",multiset,To create a tie,FALSE,FALSE," The query joins `PaperAuthor` with `Paper`, filters rows where the author name equals 'Zuliang Du', orders the papers by `Year` descending, and returns the first title, thus giving the title of the most recent (latest‐year) publication by that author. This conforms to the schema, needs no additional DISTINCT or grouping, and directly answers the question. The wording of the question clearly asks for the single latest publication title, so no significant ambiguity exists.  ",,
3687,college_completion,TRUE,FALSE,Yoojin,Name the states with the most number of graduate cohort in 2012 from private institute for profit? List all such institutes in the mentioned states.,,"WITH state_totals AS (
  SELECT `state`, SUM(CAST(`grad_cohort` AS INTEGER)) AS total_grads
  FROM `state_sector_grads`
  WHERE `year` = 2012
    AND `control` = 'Private for-profit'
    AND `state` <> 'United States'
  GROUP BY `state`
),
top_state AS (
  SELECT `state`
  FROM state_totals
  WHERE total_grads = (SELECT MAX(total_grads) FROM state_totals)
)
SELECT i.`state`, i.`chronname`
FROM `institution_details` i
JOIN top_state ts ON i.`state` = ts.`state`
WHERE i.`control` = 'Private for-profit'",Name the state with the most number of graduate cohort in 2012 from private institute for profit? List all such institutes in the mentioned state.,most number of graduate cohort refers to MAX(SUM(grad_cohort)); in 2012 refers to year = 2012; private institute for profit refers to control = 'Private for-profit'; institutes refers to chronname;,"SELECT T1.state, T1.chronname FROM institution_details AS T1 INNER JOIN state_sector_grads AS T2 ON T1.state = T2.state WHERE T2.year = 2012 AND T1.control = 'Private for-profit' GROUP BY T2.grad_cohort ORDER BY COUNT(T2.grad_cohort) DESC LIMIT 1",original SQL does not consider ties,multiset,To create a tie,TRUE,FALSE," 
• Required logic: sum `grad_cohort` per state for 2012 where control = 'Private for-profit'; pick the state with the max sum (ignoring the national “United States” row); list every for-profit institution in that state.
• Annotated query issues:
  – GROUP BY `grad_cohort` instead of `state`; no SUM applied.
  – ORDER BY COUNT(grad_cohort) sorts by row count, not graduates.
  – SELECTs non-aggregated columns not in GROUP BY (SQLite tolerates but returns arbitrary values).
  – LIMIT 1 returns just one arbitrary institute, not “all such institutes”.
  – Produces wrong answer; correct top state is California (≈247,238 graduates), not Alabama.
• Validation queries confirmed California is top, and revised query returns correct list of its for-profit schools.","```
WITH top_state AS (
  SELECT `state`
  FROM `state_sector_grads`
  WHERE `year` = 2012
    AND `control` = 'Private for-profit'
    AND `state` <> 'United States'  -- exclude national aggregate row
  GROUP BY `state`
  ORDER BY SUM(CAST(`grad_cohort` AS INTEGER)) DESC
  LIMIT 1
)
SELECT i.`state`, i.`chronname`
FROM `institution_details` i
JOIN top_state ts ON i.`state` = ts.`state`
WHERE i.`control` = 'Private for-profit'
ORDER BY i.`chronname`;
```",
3709,college_completion,TRUE,FALSE,Yoojin,,,"SELECT d.`chronname`
FROM `institution_details` AS d
JOIN `institution_grads`  AS g
      ON g.`unitid` = d.`unitid`
WHERE d.`state` = 'Alabama'
  AND g.`year`  = 2011
  AND g.`race`  = 'X'
  AND g.`gender`= 'B'
GROUP BY d.`unitid`
HAVING SUM(CAST(g.`grad_cohort` AS INTEGER)) > 500;",Please list the names of the institutes in the state of Alabama whose all graduates in total exceeded 500 in 2011?,names of the institutes refers to chronname; graduates refers to grad_cohort; grad_cohort > 500; in 2011 refers to year = 2011; all students refer to race = 'X'.,SELECT DISTINCT T1.chronname FROM institution_details AS T1 INNER JOIN institution_grads AS T2 ON T2.unitid = T1.unitid WHERE T1.state = 'Alabama' AND T2.year = 2011 AND T2.race = 'X' AND T2.grad_cohort > 500,original SQL does not sum up the grad_cohort,multiset,N/A,TRUE,FALSE," The question asks for institutes in Alabama where the *total* number of graduates in 2011 exceeded 500. “Total graduates” corresponds to the graduation‐cohort (`grad_cohort`) numbers for race = 'X' (all races) and gender = 'B' (both genders) summed per institution. 

The annotated query:
1. Tests the condition `T2.grad_cohort > 500` on single rows instead of summing across rows belonging to the same institution and year.
2. Does not restrict to gender = 'B'; it allows any gender, thereby including rows that are not institution totals.
3. Compares the text column `grad_cohort` to 500 without casting, so the comparison is lexicographic (e.g., '99' > '500' is TRUE), which lets wrong rows (e.g., Chattahoochee Valley CC) pass the filter.

Because of these issues the query returns both false positives and false negatives, so it is incorrect. The question itself is clear and specific; no ambiguity exists.
","```sql
SELECT d.`chronname`
FROM `institution_details` AS d
JOIN `institution_grads`  AS g
      ON g.`unitid` = d.`unitid`
WHERE d.`state` = 'Alabama'
  AND g.`year`  = 2011
  AND g.`race`  = 'X'          -- all races
  AND g.`gender`= 'B'          -- both genders (total)
GROUP BY d.`unitid`
HAVING SUM(CAST(g.`grad_cohort` AS INTEGER)) > 500;
```
This aggregates graduation cohorts per institution, uses the appropriate rows (race X, gender B) and correctly casts the numeric values before comparison.",
3723,college_completion,TRUE,FALSE,Yoojin,"Which 4-year private for-profit school in ""KY"" has the highest graduation 150 value? Give the ID for the school.",,"SELECT DISTINCT T1.unitid 
FROM institution_details AS T1 
INNER JOIN state_sector_grads AS T2 ON T2.state = T1.state 
WHERE T2.state_abbr = 'KY' 
  AND T1.level = '4-year' 
  AND T1.control = 'Private for-profit'
  AND T1.grad_150_value = (
      SELECT MAX(T1.grad_150_value)
      FROM institution_details AS T1
      INNER JOIN state_sector_grads AS T2 ON T2.state = T1.state
      WHERE T2.state_abbr = 'KY'
        AND T1.level = '4-year'
        AND T1.control = 'Private for-profit'
  );","Which 4-year private for-profit school in ""KY"" has the highest graudation 150 value? Give the ID for the school.",4-year refers to level = '4-year'; private for profit refers to control = 'Private for-profit'; KY refers to state_abbr = 'KY'; highest graduation 150 value refers to MAX(grad_150_value); ID of the school refers to unitid;,"SELECT T1.chronname, T1.unitid FROM institution_details AS T1 INNER JOIN state_sector_grads AS T2 ON T2.state = T1.state WHERE T2.state_abbr = 'KY' AND T1.level = '4-year' AND T1.control = 'Private for-profit' GROUP BY T1.chronname ORDER BY SUM(T1.grad_150_value) DESC LIMIT 1","1. fix typo in the question
2. original SQL does not consider ties, has wrong output and unncessary group by and sum",multiset,To create a tie,FALSE,FALSE,"  
The task is to identify the 4-year, private for-profit institution located in Kentucky (state-abbr = ‘KY’) that has the greatest `grad_150_value`, and return its school ID (`unitid`).  All the required attributes reside in `institution_details`.  
The annotator’s query joins `institution_details` to `state_sector_grads` on state and filters `state_sector_grads` to Kentucky.  This produces 1 692 duplicate matches for every Kentucky institution, so each qualifying row is multiplied by the same constant factor.  Consequently `SUM(T1.grad_150_value)` is proportional to the original value and preserves the correct ordering, making the first row in the ordered result set the true maximum.  
Running the query shows that ITT Technical Institute (Louisville, KY) with `unitid` 413857 is returned—the institution that indeed has the highest `grad_150_value` among KY 4-year private for-profit schools.  
Although the query is inefficient (unnecessary join) and selects `chronname` in addition to the requested ID, it still returns the correct answer.  
","A cleaner formulation without the redundant join would be:
```
SELECT `unitid`
FROM   `institution_details`
WHERE  `state` = 'Kentucky'
  AND  `level` = '4-year'
  AND  `control` = 'Private for-profit'
ORDER BY `grad_150_value` DESC
LIMIT 1;
```",
3726,college_completion,TRUE,FALSE,Yoojin,,,"SELECT COUNT(*)
FROM `institution_details`
WHERE `state` = (
        SELECT `state`
        FROM `institution_details`
        WHERE `chronname` = 'Brevard Community College'
    )
  AND `level` = '4-year'
  AND `control` = 'Private not-for-profit';","Tell the number of 4-year private not-for-profit schools in the home state of ""Brevard Community College"".",4-year refers to level = '4-year'; private not-for-profit refers to control = 'Private not-for-profit'; Brevard Community College refers to chronname = 'Brevard Community College';,SELECT COUNT(T1.chronname) FROM institution_details AS T1 INNER JOIN state_sector_details AS T2 ON T2.state = T1.state WHERE T2.level = '4-year' AND T2.control = 'Private not-for-profit' AND T1.chronname = 'Brevard Community College',original SQL does not filter the state correctly,multiset,N/A,TRUE,FALSE," The goal is to count how many 4-year, private not-for-profit schools are located in the same state as “Brevard Community College.”  The annotated query instead:
1. Finds the row for “Brevard Community College” in `institution_details` (state = Florida).
2. Joins this single row to `state_sector_details` restricted to (level = 4-year, control = Private not-for-profit).
3. Counts the resulting joined rows, which is 1, because there is (most likely) exactly one sector-summary row for Florida/4-year/Private not-for-profit.

It therefore returns 1, while the correct count of individual institutions in Florida that satisfy the criteria is 47 (verified with an auxiliary query).  The logic does not count the schools; it merely counts the one matching “Brevard Community College” row after an unrelated join.

The question wording is precise—no ambiguity about what should be counted.
","```
SELECT COUNT(*)
FROM `institution_details`
WHERE `state` = (
        SELECT `state`
        FROM `institution_details`
        WHERE `chronname` = 'Brevard Community College'
    )
  AND `level` = '4-year'
  AND `control` = 'Private not-for-profit';
```",
3729,college_completion,TRUE,FALSE,Yoojin,What is the percentage of the number of 4-year public schools in Madison Area Technical College's home state?,4-year refers to level = '4-year'; public refers to control = 'Public'; Madison Area Technical College refers to chronname = 'Madison Area Technical College'; home state in the United States refers to state;,SELECT CAST(COUNT(CASE WHEN level = '4-year' AND control = 'Public' THEN 1 END) AS REAL) * 100.0 / COUNT(*) FROM institution_details WHERE state = ( SELECT state FROM institution_details WHERE chronname = 'Madison Area Technical College' ),What is the percentage of the number of 4-year public schools from Madison Area Technical College's home state in the Alabama?,"percentage = MULTIPLY(DIVIDE(SUM(chronname = 'Madison Area Technical College'), SUM(state = 'Alabama')), 100); 4-year refers to level = '4-year'; public refers to control = 'Public'; Madison Area Technical College refers to chronname = 'Madison Area Technical College'; home state in the United States refers to state;",SELECT CAST(COUNT(DISTINCT CASE WHEN T1.state = ( SELECT T1.state FROM institution_details AS T1 INNER JOIN state_sector_details AS T2 ON T2.state = T1.state WHERE T1.chronname = 'Madison Area Technical College' ) AND T1.level = '4-year' AND T1.control = 'Public' THEN T1.chronname ELSE NULL END) AS REAL) * 100 / COUNT(DISTINCT CASE WHEN T2.state = 'Alabama' THEN T1.chronname ELSE NULL END) FROM institution_details AS T1 INNER JOIN state_sector_details AS T2 ON T2.state = T1.state,"original question, evidence, and SQL doesn't make sense",multiset,N/A,FALSE,FALSE,"  
1. Madison Area Technical College is located in Wisconsin (verified).  
2. 4-year public schools: Wisconsin = 14, Alabama = 13.  
3. Desired percentage = 14 / 13 × 100 ≈ 107.69 %.  
4. Annotated query’s numerator is correct, but the denominator is wrong because it lacks the level/control filters (uses 69 instead of 13).  
5. JOIN with state_sector_details also duplicates rows unnecessarily.  ","```
WITH home_state AS (
  SELECT `state`
  FROM `institution_details`
  WHERE `chronname` = 'Madison Area Technical College'
  LIMIT 1
),
home_cnt AS (
  SELECT COUNT(DISTINCT `chronname`) AS n
  FROM `institution_details`
  WHERE `state` = (SELECT `state` FROM home_state)
    AND `level` = '4-year'
    AND `control` = 'Public'
),
al_cnt AS (
  SELECT COUNT(DISTINCT `chronname`) AS n
  FROM `institution_details`
  WHERE `state` = 'Alabama'
    AND `level` = '4-year'
    AND `control` = 'Public'
)
SELECT CAST(home_cnt.n AS REAL) * 100.0 / al_cnt.n AS percentage
FROM home_cnt, al_cnt;
```",
3741,college_completion,TRUE,FALSE,Yoojin,"Among female students in 2012, how many of them are from a state with the number of schools ranging from 10 to 20?",,"SELECT SUM(CAST(T2.`grad_cohort` AS INTEGER)) AS female_students
FROM `state_sector_grads`  AS T2
JOIN `state_sector_details` AS T1
      ON T1.`stateid` = T2.`stateid`
     AND T1.`level`   = T2.`level`
     AND T1.`control` = T2.`control`
WHERE T2.`gender` = 'F'
  AND T2.`year`   = 2012
  AND T1.`schools_count` BETWEEN 10 AND 20;","In female students in year 2012, how many of them from a state with number of schools ranges from 10 to 20?",female refers to gender = 'F'; number of schools refers to schools_count; schools_count BETWEEN 10 AND 20;,SELECT COUNT(T2.race) FROM state_sector_details AS T1 INNER JOIN state_sector_grads AS T2 ON T2.stateid = T1.stateid WHERE T2.gender = 'F' AND schools_count BETWEEN 10 AND 20 AND T2.year = 2012,"1. grammar fix for the question
2. original SQL counts wrong column and uses wrong join keys",multiset,N/A,TRUE,FALSE," The required figure is the sum of female students (`grad_cohort`) in 2012 in state-sector rows where the associated `schools_count` is between 10 and 20. The annotated query merely counts rows (`COUNT(T2.race)`) and joins only on `stateid`, ignoring `level` and `control`, which duplicates rows. The correct result (817 313) is obtained by summing `grad_cohort` and joining on all three keys.","SELECT SUM(CAST(T2.`grad_cohort` AS INTEGER)) AS female_students
FROM `state_sector_grads`  AS T2
JOIN `state_sector_details` AS T1
      ON T1.`stateid` = T2.`stateid`
     AND T1.`level`   = T2.`level`
     AND T1.`control` = T2.`control`
WHERE T2.`gender` = 'F'
  AND T2.`year`   = 2012
  AND T1.`schools_count` BETWEEN 10 AND 20;",
3744,college_completion,TRUE,FALSE,Yoojin,"In the state of Connecticut, what are the names of the institutions with the highest percent rank for freshman retention percentage within the sector?",,,"In the state of Connecticut, what is the name of the instution with the highest percent rank for freshman retention percentage within the sector?",name of the institution refers to chronname;  highest percent rank for freshman retention percentage within the sector refers to MAX(retain_percentile);,SELECT chronname FROM institution_details WHERE state = 'Connecticut' AND retain_percentile = ( SELECT MAX(retain_percentile) FROM institution_details WHERE state = 'Connecticut' ),typo fix for the question,multiset,To create a tie,FALSE,FALSE," The metric sought (freshman retention percent rank within sector) is stored in `institution_details.retain_percentile`.  The query correctly 1) restricts rows to institutions in Connecticut via `state = 'Connecticut'`, 2) finds the maximum `retain_percentile` among those institutions, and 3) returns the `chronname` of the institution(s) that achieve that maximum.  This matches the question, uses the right table/columns, respects the schema, and naturally handles any ties.  The executed result (Yale University) is consistent with the data, confirming correctness.  No ambiguity arises because “highest percent rank” translates unambiguously to the maximum value of `retain_percentile` across Connecticut institutions.",,
3760,public_review_platform,TRUE,FALSE,Yoojin,,long reviews refers to review_length = 'Long'; user No. refers to user_id;,,How many long reviews does user No. 36139 give for the Yelp businesses?,long reviews refers to review_length = 'long'; user No. refers to user_id;,SELECT COUNT(review_length) FROM Reviews WHERE user_id = 36139 AND review_length LIKE 'long',fix evidence to correctly suggest the review_length value,multiset,N/A,FALSE,FALSE,"  
The question asks for the number of reviews written by user 36139 whose review_length is “Long”.  
The annotated query:  
SELECT COUNT(review_length)
FROM Reviews
WHERE user_id = 36139 AND review_length LIKE 'long';

– Filters on the correct user_id.
– Checks review_length value; LIKE 'long' is case-insensitive in SQLite, so it matches the stored value ""Long"".
– COUNT(review_length) counts every qualifying row (all rows have non-NULL review_length after the filter), giving the total number of long reviews.
– No joins or additional clauses are required, and the primary key prevents duplicate reviews per business-user pair.
– Test executions show the result 4, matching the expected answer.  
Therefore the query is logically correct and the question is unambiguous.  ",(no change needed),
3765,public_review_platform,TRUE,FALSE,Yoojin,,,,"How many more ""buffets"" than ""gyms"" in Yelp business?","buffets refers to category_name = 'Buffets'; gyms refers to category_name = 'Gyms'; difference = SUBTRACT(SUM(category_name = 'Buffets'), SUM(category_name = 'Gyms'));",SELECT SUM(CASE WHEN T1.category_name LIKE 'Buffets' THEN 1 ELSE 0 END) - SUM(CASE WHEN T1.category_name LIKE 'Gyms' THEN 1 ELSE 0 END) FROM Categories AS T1 INNER JOIN Business_Categories AS T2 ON T1.category_id = T2.category_id,correct,multiset,N/A,FALSE,FALSE," The annotated SQL joins `Categories` with `Business_Categories`, yielding one row per business-category pair. Because (`business_id`,`category_id`) is the primary key of `Business_Categories`, a business can appear at most once for a given category, so each row with category_name = 'Buffets' (or 'Gyms') corresponds to exactly one buffet (or gym) business. The two SUM-CASE expressions therefore count the buffet and gym businesses, and their difference answers “how many more buffets than gyms” in the Yelp data. Test queries confirm 133 buffets and 139 gyms, so the query’s output −6 is correct. No DISTINCT or additional filtering is needed, and the question is clear about counting businesses.",,
3773,public_review_platform,TRUE,FALSE,Yoojin,"There was only one short tip that user No. 69722 gave to the Yelp business, what was the rating of that business?",short tip refers to tip_lenghth = 'Short'; user No. refers to user_id; ratings refers to stars;,SELECT T2.stars FROM Tips AS T1 INNER JOIN Business AS T2 ON T1.business_id = T2.business_id WHERE T1.user_id = 69722 AND T1.tip_length = 'Short',"There was only one tip that user No. 69722 gave to the Yelp business, what was the ratings of that business?",short tip refers to tip_lenghth = 'short'; user No. refers to user_id; ratings refers to stars; stars = 5 means great experience; stars = 4 means good experience; stars = 3 means average experience; stars = 2 means bad experience; stars = 1 means terrible experience;,SELECT T2.stars FROM Tips AS T1 INNER JOIN Business AS T2 ON T1.business_id = T2.business_id WHERE T1.user_id = 69722,"1. should add 'short' to the question
2. fix evidence to correctly suggest the tip_length value
3. meaning of each star rating is irrelevant, so removed it from the evidence",multiset,N/A,TRUE,TRUE," The question asks for the rating (stars) of the business that received “only one tip” from user 69722, implying there is a single such tip / business. In the data user 69722 has six separate tip rows, each for a different business. Therefore a unique business cannot be identified and the query

SELECT T2.stars … WHERE T1.user_id = 69722

returns the ratings of ALL six businesses (4.0, 3.0, 5.0, 4.0, 4.0, 4.5).  This does not satisfy the request for a single value.  The query also ignores the “only one tip” condition – it neither aggregates nor filters to businesses tipped exactly once (even if that would still yield six rows).  Hence it is logically incorrect for the question.

Because the dataset shows six tips, while the wording presumes only one, the question itself is ambiguous / inconsistent with the data.
","If the intention is to get ratings of businesses to which the user has only one tip, a correct query would be:

SELECT b.stars
FROM Business b
JOIN (
  SELECT business_id
  FROM Tips
  WHERE user_id = 69722
  GROUP BY business_id
  HAVING COUNT(*) = 1
) t ON b.business_id = t.business_id;

But this still returns six rows, exposing the ambiguity.",
3791,public_review_platform,TRUE,FALSE,Yoojin,"Which users have a high number of ""funny"" type of compliments? Give the user ID.",type of compliments refers to compliment_type; high number of compliments refers to number_of_compliments = 'High';,SELECT user_id FROM Users_Compliments WHERE number_of_compliments = 'High' AND compliment_id IN ( SELECT compliment_id FROM Compliments WHERE compliment_type LIKE 'funny' ),"Who has got the most number of ""funny"" type of compliments? Give the user ID.",type of compliments refers to compliment_type; most number of funny type of compliments refers to MAX(COUNT(number of compliments = 'high' WHERE compliment_type = 'funny'));,SELECT user_id FROM Users_Compliments WHERE compliment_id IN ( SELECT compliment_id FROM Compliments WHERE compliment_type LIKE 'funny' ),"1. number_of_compliments is not a numeric value; it's one of 'Low', 'Medium', 'High', and 'Uber', so both question and evidence don't make sense
2. fix SQL to match the corrected question and evidence",multiset,N/A,TRUE,FALSE," The task needs (1) isolating rows in Users_Compliments whose compliment_id corresponds to the “funny” type in Compliments, then (2) identifying which user has the largest amount of that compliment.  Because Users_Compliments stores a categorical field (`number_of_compliments` = ‘Low’, ‘Medium’, ‘High’, ‘Uber’), we must rank those values or, if the column were numeric text, cast it to an integer and aggregate.  The provided query stops after step-1 and simply returns every qualifying user id; no ordering, grouping, or limit is applied, so it cannot tell who has the most.","```
SELECT uc.user_id
FROM Users_Compliments AS uc
JOIN Compliments AS c
  ON uc.compliment_id = c.compliment_id
WHERE c.compliment_type = 'funny'
ORDER BY CASE uc.number_of_compliments
           WHEN 'Uber'   THEN 4
           WHEN 'High'   THEN 3
           WHEN 'Medium' THEN 2
           WHEN 'Low'    THEN 1
           ELSE 0
         END DESC
LIMIT 1;
```
(This ranking follows the implied order Low < Medium < High < Uber.  If the column were numeric text instead, use CAST(uc.number_of_compliments AS INTEGER) and aggregate if multiple rows per user exist.)",
